complaint_id,date_received,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings,complainant_sex,complainant_race,general_cap_classification,summary,complainant_age,district_occurrence
18-0292,6/20/2018,77090818,black,male,1200 12TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,black,VERBAL ABUSE,"According to the complainant, on 5-1-18 at 7:40pm, they were verbally abused by an officer assigned to the 12th District.",32,1200
16-0585,11/18/2016,56829454,asian,male,1200 12TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 11-16-16 at 8:30am, they were physically abused by an officer assigned to the 12th District.",30,1200
18-0395,8/14/2018,39825364,black,male,5300 HIGHWAY PATROL,CIVIL RIGHTS COMPLAINT,No Sustained Findings,Not Applicable,male,black,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 7-20-18 at 6:30pm, they were verbally abused and their vehicle was improperly live stopped by officers assigned to Highway Patrol.",,1400
16-0144,3/23/2016,46192628,black,male,1400 14TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,,VERBAL ABUSE,"According to the complainant, on 02-14-18 at 8:20am, they were threatened by an officer assigned to the 14th District.",39,1400
16-0533,10/27/2016,58943464,black,male,9807 SUPP POLICE SERVICE,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-25-16 at 8:56am, they were treated unprofessionally by officer assigned to the 14th District.",27,1400
15-0770,12/31/2015,91568567,white,male,3500 35TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-9-15 at 7:30pm, proper police procedures were not followed by officers assigned to the 35th District.",42,3900
16-0354,7/29/2016,17717096,black,female,0500 05TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,white,VERBAL ABUSE,"According to the complainant, on 6-24-16 and 6-25-16, officers assigned to the 5th District treated them unprofessionally and did not provide them with proper service.",54,500
18-0012,1/11/2018,60532190,black,female,0300 03RD DISTRICT,HARASSMENT,No Sustained Findings,Not Applicable,female,black,HARASSMENT,"According to the complainant, for the past seven years they have been harassed by an officer assigned to the 3rd District.",57,3500
19-0331,7/10/2019,51997014,white,male,3900 39TH DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,white,LACK OF SERVICE,"According to the complainant, on 7-4-19 at 1:45 PM, they did not receive proper service from officers assigned to the 39th District.",24,3900
15-0593,10/8/2015,29770128,latino,male,2600 26TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Guilty Finding,male,white,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-5-15 at 9:15am, they were threatened by off-duty officer assigned to the 26th District.",50,
17-0221,5/3/2017,,,,,INVESTIGATION ONGOING,Pending,Pending,female,white,HARASSMENT,"According to the complainant, on 4-27-17 at 9:45am, they were harassed by officers assigned to the 12th District.",58,900
19-0596,11/12/2019,36352655,white,female,5800 TRAINING EDUC SERV,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,female,black,PHYSICAL ABUSE,"According to the complainant, on 11-6-19, they were treated unprofessionally and physically abused by an officer assigned to the Police Academy while in the confines of the 8th District.",29,800
17-0361,7/17/2017,71832315,white,male,3500 35TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-2-17 at 2:00pm, they were improperly searched by officers assigned to the 35th District.",35,3500
19-0237,5/20/2019,95408632,white,male,1900 19TH DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,black,VERBAL ABUSE,"According to the complainant, on 5-11-19 at 10:30 PM, they were verbally abused and did not receive proper service from an officer assigned to the 19th District.",29,1900
18-0623,12/31/2018,83974954,black,female,2200 22ND DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,LACK OF SERVICE,"According to the complainant on 12-23-18, they did not receive proper service and an inaccurate report was prepared by officers assigned to the 22nd District.",26,2200
19-0041,2/6/2019,34094621,white,male,2600 26TH DISTRICT,LACK OF SERVICE,Sustained Finding,Pending,male,black,LACK OF SERVICE,"According to the complainant, on 12-22-18 at 1:34 pm, they did not receive proper service from officers assigned to the 26th District.",44,2600
17-0584,11/21/2017,45737897,black,male,3900 39TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 8-22-17 at 9:00pm, they were physically abused by officers assigned to the 35th District.",42,3500
18-0134,3/28/2018,14171945,black,female,1400 14TH DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,black,UNPROFESSIONAL CONDUCT,"According to the complainant, on 1-22-18 at 6:30am, they were treated unprofessionally by officers assigned to the 14th District.",51,1400
16-0463,9/22/2016,34272119,black,male,2500 25TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,female,latino,VERBAL ABUSE,"According to the complainant, on 9-9-16 at 7:00pm, they were verbally abused by an officer assigned to the 25th District.",45,2500
16-0540,11/2/2016,71376382,latino,male,2400 24TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-29-16 at 12:45pm, they were harassed and improperly issued a parking citation by officers assigned to the 24th District.",45,2400
17-0587,11/21/2017,66221391,white,male,1200 12TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,female,black,PHYSICAL ABUSE,"According to the complainant, on 11-11-17 at 12:31pm, their juvenile family member was physically and verbally abused by officers assigned to the 12th District.",37,1200
18-0447,9/12/2018,80731584,white,male,1500 15TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,latino,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-5-18 at 1:11am, they were improperly ticketed by an officer assigned to the 15th District.",23,1500
17-0443,9/6/2017,,,,,NO C.A.P. INVESTIGATION,Not Applicable,Not Applicable,female,black,NON-INVESTIGATORY INCIDENT,"According to the complainant, they have not received proper service from unknown officers in the 22nd District. officers.",44,900
18-0395,8/14/2018,13547956,latino,male,1400 14TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,male,black,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 7-20-18 at 6:30pm, they were verbally abused and their vehicle was improperly live stopped by officers assigned to Highway Patrol.",,1400
16-0682,12/31/2016,79196760,white,male,3500 35TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,female,black,PHYSICAL ABUSE,"According to the complainant, on 12-23-16 at 6:30pm, they were physically abused by officers assigned to the 35th District.",37,3500
20-0280,6/16/2020,,,,,INVESTIGATION ONGOING,Pending,Pending,,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-1-20 at 12:30 AM, departmental policies were violated by officers in the confines of the 39th District.",,3900
18-0456,9/17/2018,91115037,latino,male,1200 12TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,white,LACK OF SERVICE,"According to the complainant, on 9-08-18 at 3:00pm, they did not receive proper service from officers assigned to the 18th District.",35,1800
17-0105,3/10/2017,14555436,black,male,1600 16TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,latino,DEPARTMENTAL VIOLATIONS,"According to the complaint, on 03-03-17 at 3:52pm, they did not receive proper service from officers assigned to the 16th District.",35,1600
16-0249,5/20/2016,60209981,white,male,1500 15TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,latino,PHYSICAL ABUSE,"According to the complainant, on 4-19-16 at 3:00am, they were physically abused and falsely arrested by officers assigned to the 15th District.",35,1500
16-0515,11/4/2016,96858140,black,male,1800 18TH DISTRICT,REFERRED TO OTHER AGENCY/C.A.P. INVESTIGATION,No Sustained Findings,Not Applicable,male,black,VERBAL ABUSE,"According to the complainant, on 10-12-16 at 8:30pm, an officer assigned to the 18th District acted in a manner which the complainant believes was disrespectful and unprofessional.",46,1800
18-0161,4/5/2018,54500181,other,male,9807 SUMMER INITIATIVE,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-28-18 at 6:15pm, departmental policies were violated by a sergeant and officers assigned to the 18th District.",,1800
17-0055,2/15/2017,70832902,latino,male,1900 19TH DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,male,other,UNPROFESSIONAL CONDUCT,"According to the complainant, they have been treated unprofessionally and did not receive proper service from officers assigned to the 19th District.",51,1900
17-0210,5/4/2017,91900216,white,male,0900 09TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,latino,PHYSICAL ABUSE,"According to the complainant, on 4-16-17 at 1:45am, they were physically abused and harassed by officers assigned to the 9th District.",33,900
18-0217,5/1/2018,61686097,white,male,2400 24TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,,LACK OF SERVICE,"According to the complainant, on 4-2-18 at 8:20pm, they did not receive proper service from an officer assigned to the 24th District.",,2400
19-0241,5/21/2019,43625089,white,male,3500 35TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,white,LACK OF SERVICE,"According to the complainant, on 3-14-19 at 7:41 AM, they did not receive proper service from officers assigned to the 35th District.",55,3500
15-0752,12/16/2015,84378015,white,male,1500 15TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,white,VERBAL ABUSE,"According to the complainant, on 10-31-15 at 3:21am, they were verbally abused and did not receive proper service from officers assigned to the 15th District.",26,1500
19-0373,8/8/2019,49276182,black,male,5300 HIGHWAY PATROL,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 7-25-19 at 8:45 PM, they were physically abused and threatened by unknown officers while in the confines of the 19th District.",23,1900
19-0073,2/25/2019,97490369,black,male,3900 39TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,male,black,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 2-19-19 at 10:00am, they were racially profiled and improperly ticketed by officers assigned to the 39th District.",31,3900
19-0285,6/13/2019,39378702,white,male,1900 19TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,female,,PHYSICAL ABUSE,"According to the complainant, on 06-09-19, they were falsely detained and physically abused by unknown officers within the confines of the 19th District.",37,1900
16-0541,11/2/2016,79979707,latino,male,1900 19TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-26-16 at 4:00pm, they were improperly stopped by two officers assigned to the 19th District.",24,1900
17-0645,12/29/2017,35455552,white,male,7402 STRIKE FORCE,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-2-17 at 4:45pm, proper police procedures were not followed by an officer assigned to Narcotics Field Unit. This incident occurred in the confines of the 18th District.",70,1800
20-0069,2/14/2020,68299524,black,male,1200 12TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,male,white,HARASSMENT,"According to the complainant, on 2-12-20 at 5:30 PM, an off-duty officer assigned to the 12th District abused his authority while in the confines of the 24th District.",32,2400
16-0397,8/22/2016,73119603,black,male,2400 24TH DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,black,LACK OF SERVICE,"According to the complainant, on 8-12-16 at 8:35pm, they did not receive proper service from a sergeant assigned to the 24th District.",26,2500
15-0377,7/9/2015,67423364,black,male,1800 18TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,white,LACK OF SERVICE,"According to the complainant, on 6-7-15 at 9:50pm, they did not receive proper service from an officer assigned to the 18th District.",29,1800
20-0268,6/11/2020,60879976,white,male,0900 09TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,male,other,VERBAL ABUSE,"According to the complainant, on 5-13-20 at 4:30 PM, unknown persons were verbally abused by an officer assigned to the 9th District.",,900
19-0680,12/31/2019,37729894,white,male,2600 26TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,female,black,LACK OF SERVICE,"According to the complainant, on 11-9-19 at 11:00 PM, they did not receive proper service from unknown officers assigned to the 9th District.",,2600
20-0179,4/30/2020,89827749,white,male,1800 18TH DISTRICT,CIVIL RIGHTS COMPLAINT,No Sustained Findings,Not Applicable,male,black,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 4-25-20 at 5:53 PM, their civil rights were violated when they improperly stopped by an officer assigned to the 18th District.",16,1800
19-0543,10/22/2019,94790307,white,male,2400 24TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,male,multi ethnic,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 10-20-19 at 10:30 PM, they were racially discriminated against and improperly stopped by officers assigned to the 24th District.",31,2400
19-0334,7/10/2019,77551042,black,male,0500 05TH DISTRICT,NO C.A.P. INVESTIGATION,Not Applicable,Not Applicable,male,black,UNPROFESSIONAL CONDUCT,"According to the complainant, on 6-21-19 at 12:20 AM, they did not receive proper service from a corporal assigned to the 5th District.",49,500
18-0060,2/21/2018,11253187,white,male,1900 19TH DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-12-18 at 7:30pm, they were treated unprofessionally by officers assigned to the 19th District.",29,1900
20-0032,1/23/2020,63150712,black,male,1900 19TH DISTRICT,UNPROFESSIONAL CONDUCT,Sustained Finding,Pending,male,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-21-20 at 7:28 PM, they were treated unprofessionally and falsely issued a traffic citation from an officer while in the confines of the 19th District.",23,1800
17-0424,8/17/2017,36076452,white,male,1900 19TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,female,white,PHYSICAL ABUSE,"According to the complainant, on 8-5-17 at 12:00am, they were physically abused and improperly touched by officers assigned to the 19th District.",23,1900
